title,URL,Published date,keywords,KW,picture,group
頭暈變嚴重？有這8種症狀，小心腦傷急症警訊！,https://www.everydayhealth.com.tw//article/21944,2019-06-21, 養生保健 暈眩 頭暈 視力模糊 腦梗塞,暈眩 頭暈 視力模糊 腦梗塞,https://live.staticflickr.com/65535/48096943822_9ccecae4c8_b.jpg,4
更年期熱潮紅、盜汗…醫師3招對症解除不適,https://www.everydayhealth.com.tw//article/16176,2017-08-25, 失眠問題 更年期 睡眠 女性荷爾蒙,更年期 睡眠 女性荷爾蒙,https://static.everydayhealth.com.tw/main/201708/36560421182_427a506f61_b.jpg,1
血清素讓你不憂鬱！5種快樂食材療癒身心,https://www.everydayhealth.com.tw//article/4854,2019-05-22, 健康飲食 血清素 快樂 情緒 快樂荷爾蒙 食材 香蕉 堅果 豆腐 養生 減重 維生素B群,血清素 快樂 情緒 快樂荷爾蒙 食材 香蕉 堅果 豆腐 養生 減重 維生素B群,https://live.staticflickr.com/65535/40939724163_e26aa81cd1_b.jpg,27
免疫力是最好的醫生：人人體內都有神醫！癌症、過敏、帶狀皰疹、口角炎…99％疾病和免疫力有關,https://www.everydayhealth.com.tw//article/22313,2019-07-31, 養生保健 免疫力 免疫系統 癌症 糖尿病 便秘 免疫力是最好的醫生,免疫力 免疫系統 癌症 糖尿病 便秘 免疫力是最好的醫生,https://live.staticflickr.com/65535/48412037426_d98b39e4d7_b.jpg,13
膏肓痛非病入膏肓！肩背膏肓痛這樣治癒,https://www.everydayhealth.com.tw//article/9700,2018-05-06, 腰痠背痛 壓力 姿勢不良 心臟病 感冒 穴道,壓力 姿勢不良 心臟病 感冒 穴道,https://c1.staticflickr.com/1/877/40954895654_14840814db_b.jpg,8
讓腰椎自然回正！3關鍵逆轉4種常見腰痛,https://www.everydayhealth.com.tw//article/17513,2017-12-19, 關節疼痛 腰 腰痛 腰痠背痛 椎間盤突出 脊椎,腰 腰痛 腰痠背痛 椎間盤突出 脊椎,https://c1.staticflickr.com/5/4597/24265757597_910a91d2c2_b.jpg,12
長期駝背，頸酸腰痛跟著來！T字伸展幫你改「斜」歸正,https://www.everydayhealth.com.tw//article/12173,2017-07-31, 肩頸痠痛 駝背 瘦身 腰痛 深層肌肉 肌肉鍛鍊,駝背 瘦身 腰痛 深層肌肉 肌肉鍛鍊,https://farm6.staticflickr.com/5531/30536841096_1fb4c0ff88_b.jpg,12
心跳過快，可能是心血管疾病徵兆！,https://www.everydayhealth.com.tw//article/13630,2016-11-23, 養生保健 心臟病 高血壓 心血管 Omega3,心臟病 高血壓 心血管 Omega3,https://farm6.staticflickr.com/5768/31133162926_900862b3dd_b.jpg,2
35歲後不健忘！腦醫學博士：天天做這3件事，大腦慢點變老,https://www.everydayhealth.com.tw//article/9352,2019-06-18, 其他身心健康 老化 大腦 記憶力 健忘 生活習慣 抗老,老化 大腦 記憶力 健忘 生活習慣 抗老,https://live.staticflickr.com/65535/48078077632_680f5e3fd0_b.jpg,18
日本「長壽市」居民的不老秘訣！遠離癌症、慢性病有賴這2習慣,https://www.everydayhealth.com.tw//article/21970,2019-06-18, 對抗老化 茶 登階 運動訓練 長壽飲食 健康飲食 久坐,茶 登階 運動訓練 長壽飲食 健康飲食 久坐,https://live.staticflickr.com/65535/48078077552_6354fa03b1_b.jpg,27
遠離中風，先做「足」功夫！改善高血壓，在家不要打赤腳！,https://www.everydayhealth.com.tw//article/21914,2019-06-18, 健康飲食 降血壓 高血壓 高血壓/糖尿病飲食 海帶芽 醋 心血管疾病,降血壓 高血壓 高血壓/糖尿病飲食 海帶芽 醋 心血管疾病,https://live.staticflickr.com/65535/48078077397_282ec965cc_b.jpg,2
蜂蜜紅棗茶養心安神，12款改善失眠茶飲一次收藏,https://www.everydayhealth.com.tw//article/12034,2018-09-16, 失眠問題 失眠 食療 睡眠品質 好眠 紅棗 蓮子 蜂蜜,失眠 食療 睡眠品質 好眠 紅棗 蓮子 蜂蜜,https://farm8.staticflickr.com/7640/27222726046_d399c71e6f_b.jpg,3
脂肪肝可逆轉！多吃菠菜、青背魚，6種食物保肝降脂,https://www.everydayhealth.com.tw//article/8975,2015-03-12, 健康飲食 脂肪肝 運動 蛋白質 脂肪 肥胖,脂肪肝 運動 蛋白質 脂肪 肥胖,https://farm1.staticflickr.com/742/22271208736_54de1c46cb_b.jpg,6
自律神經失調竟會導致高血壓！不吃藥降血壓這樣做,https://www.everydayhealth.com.tw//article/13279,2018-02-06, 養生保健 高血壓 心血管 血管 生活習慣,高血壓 心血管 血管 生活習慣,https://farm6.staticflickr.com/5660/29475816224_12348a1aa7_b.jpg,2
身體缺氧加速腦細胞死亡！6方法提高體內含氧量,https://www.everydayhealth.com.tw//article/13150,2016-09-20, 養生保健 大腦 氧氣 缺氧 血液循環 視力,大腦 氧氣 缺氧 血液循環 視力,https://farm9.staticflickr.com/8478/29745376436_1b3199b808_b.jpg,14
梨狀肌症候群必看的伸展操！舒緩坐骨神經痛防復發,https://www.everydayhealth.com.tw//article/11635,2016-06-16, 坐骨神經痛 伸展 伸展操 疼痛 運動,伸展 伸展操 疼痛 運動,https://farm8.staticflickr.com/7378/27382857210_dc651a733c_b.jpg,6
坐著踏600步，不讓代謝症候群釀成阿茲海默症！,https://www.everydayhealth.com.tw//article/14543,2019-06-15, 養生保健 肥胖 運動 高血脂 失智 代謝症候群,肥胖 運動 高血脂 失智 代謝症候群,https://live.staticflickr.com/65535/48012616358_3ea86ba261_b.jpg,6
大人的放鬆練習！癌症專家「排毒靜坐法」清理癌細胞,https://www.everydayhealth.com.tw//article/10469,2019-06-14, 其他身心健康 心靈 癌症 放鬆 自癒 抗癌,心靈 癌症 放鬆 自癒 抗癌,https://farm1.staticflickr.com/743/21694067875_0cc4a9367e_b.jpg,13
做對3件事預防心臟肥大，就是遠離心臟病、高血壓！,https://www.everydayhealth.com.tw//article/16798,2017-10-08, 養生保健 對抗老化 老化 飲食 心臟 抗老,對抗老化 老化 飲食 心臟 抗老,https://c1.staticflickr.com/5/4462/23674348958_0fe5dbdae3_b.jpg,18
咳嗽有痰咳不出來怎麼辦？咳不出痰，靠4種排痰去咳飲食調養痰型體質,https://www.everydayhealth.com.tw//article/10822,2015-12-14, 健康飲食 痰 咳嗽 喉嚨 穴道 穴道按摩 腸胃,痰 咳嗽 喉嚨 穴道 穴道按摩 腸胃,https://farm1.staticflickr.com/650/23710027146_f467f4e973_b.jpg,5
暈眩原因8成是頸椎僵直！1招改善暈眩、失眠、肩頸僵硬,https://www.everydayhealth.com.tw//article/17413,2017-12-07, 養生保健 暈眩 頸椎僵直 自律神經 失眠 肩頸僵硬,暈眩 頸椎僵直 自律神經 失眠 肩頸僵硬,https://c1.staticflickr.com/5/4528/23895753857_e972efecd9_b.jpg,4
左肩痛竟心肌梗塞、右肩痛恐膽囊炎！肩痛小心是內臟警報,https://www.everydayhealth.com.tw//article/17163,2017-11-03, 養生保健 放射痛 內臟 心臟病 肩頸僵硬 肩頸痠痛 膽結石 癌症,放射痛 內臟 心臟病 肩頸僵硬 肩頸痠痛 膽結石 癌症,https://c1.staticflickr.com/5/4485/38055045736_de2c1cd2e9_b.jpg,13
脖子僵硬打亂自律神經！1動作有效緩解脖子緊繃,https://www.everydayhealth.com.tw//article/13868,2017-01-10, 肩頸痠痛 伸展 自律神經 脖子 肩頸僵硬 肩胛骨,伸展 自律神經 脖子 肩頸僵硬 肩胛骨,https://farm1.staticflickr.com/699/31825013920_cdee9198ae_b.jpg,14
甲狀腺亢進，飲食要做哪些改變？緩和甲狀腺亢進的5類食物,https://www.everydayhealth.com.tw//article/12070,2019-07-30, 健康飲食 甲狀腺機能亢進 甲狀腺 碘 壓力 荷爾蒙 高麗菜 花椰菜,甲狀腺機能亢進 甲狀腺 碘 壓力 荷爾蒙 高麗菜 花椰菜,https://farm8.staticflickr.com/7789/26778284151_633c0544f6_b.jpg,1
防止頸椎退化、生骨刺！復健科醫師1招舒緩頸部肌群,https://www.everydayhealth.com.tw//article/14691,2017-04-13, 肩頸痠痛 頸椎 頭痛 手麻 症狀 骨刺 運動,頸椎 頭痛 手麻 症狀 骨刺 運動,https://static.everydayhealth.com.tw/main/201703/33145069044_c35a0da01c_b.jpg,10
甲狀腺疾病不只脖子變粗！這些食物小心吃對症治療,https://www.everydayhealth.com.tw//article/11271,2017-10-14, 健康飲食 新陳代謝 甲狀腺 疲勞 脖子 荷爾蒙 貧血 便祕,新陳代謝 甲狀腺 疲勞 脖子 荷爾蒙 貧血 便祕,https://c1.staticflickr.com/5/4480/37619479556_19b7135daa_b.jpg,1
抗發炎防失智！這種口味的食材抗氧化力最強,https://www.everydayhealth.com.tw//article/14544,2019-06-08, 健康飲食 失智 薑黃 花椰菜 阿茲海默症 抗氧化 DHA,失智 薑黃 花椰菜 阿茲海默症 抗氧化 DHA,https://live.staticflickr.com/65535/47990647466_64e039143e_b.jpg,21
食量一樣，下半身卻愈來愈腫？拍打腰臀腿，疏通氣血才好瘦,https://www.everydayhealth.com.tw//article/14605,2019-06-07, 養生保健 內分泌失調 肥胖 手腳冰冷 便祕 穴道按摩 月經,內分泌失調 肥胖 手腳冰冷 便祕 穴道按摩 月經,https://live.staticflickr.com/65535/47990597118_5d7bf69324_b.jpg,15
預防大腸癌！女人喝咖啡，男人多運動，最高降40％風險,https://www.everydayhealth.com.tw//article/21899,2019-06-06, 健康飲食 大腸直腸癌 抗癌 癌症飲食 防癌抗氧化食材 預防癌症 咖啡 運動,大腸直腸癌 抗癌 癌症飲食 防癌抗氧化食材 預防癌症 咖啡 運動,https://live.staticflickr.com/65535/48006461307_df08a94655_b.jpg,13
史上最強停止打嗝方法！英美官方認證8招有效,https://www.everydayhealth.com.tw//article/13904,2016-12-30, 養生保健 打嗝 糖 檸檬 呼吸 神經 喝水,打嗝 糖 檸檬 呼吸 神經 喝水,https://farm1.staticflickr.com/461/31835375171_d2c06148d0_b.jpg,17
心律不整怎麼辦？按3穴道減少心律不整、預防心悸,https://www.everydayhealth.com.tw//article/10369,2016-03-13, 穴道導引 心肌梗塞 心臟 心臟病 心血管 穴道按摩 維生素A 自律神經 鈣 心臟衰竭,心肌梗塞 心臟 心臟病 心血管 穴道按摩 維生素A 自律神經 鈣 心臟衰竭,https://farm2.staticflickr.com/1700/23556872474_0da2f7fc70_b.jpg,2
揮別網球肘、手機肘！2穴道2伸展舒緩手肘關節痛,https://www.everydayhealth.com.tw//article/10110,2015-08-21, 穴道導引 伸展操 姿勢不良 手肘關節 滑手機 穴道按摩 肌腱 血液循環 運動傷害,伸展操 姿勢不良 手肘關節 滑手機 穴道按摩 肌腱 血液循環 運動傷害,https://farm1.staticflickr.com/586/20563263069_77dda4df21_b.jpg,14
高血脂是中風未爆彈！吃「凍豆腐」讓他三酸甘油脂182→158,https://www.everydayhealth.com.tw//article/21756,2019-06-05, 健康飲食 凍豆腐 三酸甘油酯 高血脂 膽固醇 心血管疾病 心肌梗塞,凍豆腐 三酸甘油酯 高血脂 膽固醇 心血管疾病 心肌梗塞,https://live.staticflickr.com/65535/47999393837_bb90919b23_b.jpg,20
女中醫：溫水排濕氣最有效！還有4特效茶飲,https://www.everydayhealth.com.tw//article/15208,2017-06-04, 濕氣體質 除體濕，就能斷病根 濕氣 多喝水 排毒 消脂 消腫 養生茶飲,除體濕，就能斷病根 濕氣 多喝水 排毒 消脂 消腫 養生茶飲,https://static.everydayhealth.com.tw/main/201705/34162679894_34398ea1b0_b.jpg,27
躺著抬起手肘5次就能疏通淋巴，排毒又助眠,https://www.everydayhealth.com.tw//article/13647,2016-11-28, 失眠問題 淋巴 鎖骨 水腫 排毒 伸展,淋巴 鎖骨 水腫 排毒 伸展,https://farm6.staticflickr.com/5619/30418722823_2566ea3be7_b.jpg,27
汗水變多恐是糖尿病！日汗博士教你從流汗看健康,https://www.everydayhealth.com.tw//article/9926,2016-10-26, 養生保健 糖尿病 排汗 流汗 發汗 甲狀腺 壓力 更年期,糖尿病 排汗 流汗 發汗 甲狀腺 壓力 更年期,https://farm6.staticflickr.com/5621/19681557484_be61a163f6_b.jpg,1
肝不好脂肪易囤積！做好養肝5件事，減少肝血虛耗,https://www.everydayhealth.com.tw//article/11899,2017-11-04, 養生保健 穴道按摩 護眼 肝臟,穴道按摩 護眼 肝臟,https://c1.staticflickr.com/5/4478/38030962116_3d97866b23_b.jpg,7
懷孕初期出血？別慌！婦科院長完整解析孕期出血原因,https://www.everydayhealth.com.tw//article/17433,2019-06-20, 西醫醫學 懷孕 流產 發燒 頭痛 水腫 高血壓 就醫,懷孕 流產 發燒 頭痛 水腫 高血壓 就醫,https://c2.staticflickr.com/2/1925/45216000192_8ae1c6a99f_b.jpg,10
哈佛研究：每天喝這種牛奶，巴金森氏症機率高3成,https://www.everydayhealth.com.tw//article/15456,2017-07-02, 健康飲食 牛奶 腸道菌 便祕 大腦 帕金森氏症,牛奶 腸道菌 便祕 大腦 帕金森氏症,https://live.staticflickr.com/65535/47998130248_e1f2c58a7e_b.jpg,0
無副作用、免花錢，大笑運動療癒身心、活化自然殺手細胞,https://www.everydayhealth.com.tw//article/4847,2019-06-04, 其他身心健康 大笑 免疫力 有氧運動 健身 高血壓 按摩 抗老 情緒 快樂 減重,大笑 免疫力 有氧運動 健身 高血壓 按摩 抗老 情緒 快樂 減重,https://live.staticflickr.com/65535/47992472573_bc13dd46e8_b.jpg,18
從面相看肝病：「眉間縱紋、隆起」是肝衰、脂肪肝警訊！,https://www.everydayhealth.com.tw//article/21856,2019-06-03, 養生保健 肝臟 按摩 肝炎 肝病 脂肪肝,肝臟 按摩 肝炎 肝病 脂肪肝,https://live.staticflickr.com/65535/47971300586_4f72589115_b.jpg,7
半顆酪梨治痠痛，營養專家：加這片吃更好,https://www.everydayhealth.com.tw//article/19881,2018-08-23, 肩頸痠痛 肩頸僵硬 肩膀酸痛 酪梨 維生素B1 維生素E 維生素,肩頸僵硬 肩膀酸痛 酪梨 維生素B1 維生素E 維生素,https://c2.staticflickr.com/2/1838/43476509024_6dffc68805_b.jpg,14
降血脂8周馬上見效！中醫師推8食物降壞膽固醇,https://www.everydayhealth.com.tw//article/14466,2017-02-28, 健康飲食 血脂 吳明珠中醫師 膽固醇 心血管 燕麥 橄欖油,血脂 吳明珠中醫師 膽固醇 心血管 燕麥 橄欖油,https://farm3.staticflickr.com/2111/33041696546_f0720ea3da_b.jpg,20
頭痛、失眠、心悸？摸摸手平衡自律神經紓壓又舒眠,https://www.everydayhealth.com.tw//article/21435,2019-06-01, 保健新聞 自律神經失調 自律神經 頭痛 失眠,自律神經失調 自律神經 頭痛 失眠,https://live.staticflickr.com/65535/47971299091_7f40d15221_b.jpg,10
耳朵痛可能耳屎太多，耳屎栓塞怎麼辦？,https://www.everydayhealth.com.tw//article/16096,2017-08-21, 養生保健 耳朵 耳垢 橄欖油 清潔 耳鳴,耳朵 耳垢 橄欖油 清潔 耳鳴,https://static.everydayhealth.com.tw/main/201708/36160011340_bafdbdec7c_b.jpg,27
血管硬化就回不去了！5食物讓血管一直年輕,https://www.everydayhealth.com.tw//article/12137,2016-05-20, 對抗老化 心血管 失智 花椰菜 豆腐 巧克力 可可 橄欖油,心血管 失智 花椰菜 豆腐 巧克力 可可 橄欖油,https://farm8.staticflickr.com/7752/27071658386_e8f51d41e7_b.jpg,27
鎂不足也容易得糖尿病！補充3類含鎂飲食降47％風險,https://www.everydayhealth.com.tw//article/22029,2019-07-30, 健康飲食 鎂 礦物質 糖尿病 高血糖 胰島素 香蕉 海帶芽 菠菜,鎂 礦物質 糖尿病 高血糖 胰島素 香蕉 海帶芽 菠菜,https://live.staticflickr.com/65535/48403051971_4f8f34d502_b.jpg,25
腎精充足就能長壽！中醫博士教你10招+6食材補腎,https://www.everydayhealth.com.tw//article/10736,2015-11-18, 健康飲食 腎臟 中醫 栗子 牡蠣 穴道 穴道按摩 蝦 長壽 食材,腎臟 中醫 栗子 牡蠣 穴道 穴道按摩 蝦 長壽 食材,https://farm6.staticflickr.com/5755/23092425272_03483bb351_b.jpg,5
神奇肩胛骨柔軟術，3招改善痠痛、失眠、頭痛、手腳麻,https://www.everydayhealth.com.tw//article/5460,2014-10-30, 養生保健 五十肩 肩關節 有氧運動 運動 減重 肩頸痠痛,五十肩 肩關節 有氧運動 運動 減重 肩頸痠痛,https://farm1.staticflickr.com/475/18630539995_b821106986_b.jpg,6
控血糖必學！新加坡研究：吃飯配豆腐降血糖、膽固醇,https://www.everydayhealth.com.tw//article/21767,2019-05-29, 健康飲食 豆腐 碳水化合物 限醣飲食 大豆異黃酮 胰島素 降血糖 高血壓/糖尿病飲食,豆腐 碳水化合物 限醣飲食 大豆異黃酮 胰島素 降血糖 高血壓/糖尿病飲食,https://live.staticflickr.com/65535/47108827464_5134fce6eb_b.jpg,25
比壞膽固醇慘…2種人藏「恐怖膽固醇」動脈硬化風險更高,https://www.everydayhealth.com.tw//article/21818,2019-05-29, 養生保健 膽固醇 高血脂 血脂 動脈硬化 有氧運動 肌肉鍛鍊,膽固醇 高血脂 血脂 動脈硬化 有氧運動 肌肉鍛鍊,https://live.staticflickr.com/65535/47949657948_8e67a20945_b.jpg,20
40歲過後腎功能就會開始下降！護腎5招保健康,https://www.everydayhealth.com.tw//article/428,2013-05-24, 養生保健 腎臟 慢性腎臟病 三高 糖尿病 均衡飲食 多喝水,腎臟 慢性腎臟病 三高 糖尿病 均衡飲食 多喝水,https://farm2.staticflickr.com/1615/26087703453_a2bac81016_b.jpg,27
跟著腸道權威這樣吃早餐：1杯水＋1根香蕉,https://www.everydayhealth.com.tw//article/11867,2018-09-25, 健康飲食 香蕉 早餐 腸胃蠕動 蔬菜,香蕉 早餐 腸胃蠕動 蔬菜,https://farm8.staticflickr.com/7576/26791562496_e7acfe7f98_b.jpg,27
喝咖啡怕火燒心？豆漿咖啡「防火」更護血管,https://www.everydayhealth.com.tw//article/21790,2019-05-27, 健康飲食 咖啡 綠原酸 黑巧克力 豆漿 護胃 大豆異黃酮 胃食道逆流 火燒心,咖啡 綠原酸 黑巧克力 豆漿 護胃 大豆異黃酮 胃食道逆流 火燒心,https://live.staticflickr.com/65535/47923203736_84c22c89cd_b.jpg,0
困擾多年的失眠耳鳴都解決了...就靠熱刺激這部位,https://www.everydayhealth.com.tw//article/14445,2019-05-26, 養生保健 溫度 疾病 失眠 耳鳴 熱敷,溫度 疾病 失眠 耳鳴 熱敷,https://farm4.staticflickr.com/3791/33276002562_446604d073_b.jpg,27
胃酸過多、脹氣吃什麼？10種食材搞定你的胃,https://www.everydayhealth.com.tw//article/9974,2015-08-13, 健康飲食 胃酸過多 胃痛 胃潰瘍 蘋果 蓮藕 高麗菜 山藥 生薑 秋葵 白蘿蔔 番茄,胃酸過多 胃痛 胃潰瘍 蘋果 蓮藕 高麗菜 山藥 生薑 秋葵 白蘿蔔 番茄,https://farm6.staticflickr.com/5836/20502216856_88993d83ec_b.jpg,27
睡眠是最好的醫生！3穴位讓你迅速放鬆入睡,https://www.everydayhealth.com.tw//article/11907,2018-06-02, 失眠問題 睡眠 穴道 穴道按摩 經絡 失眠 自律神經失調,睡眠 穴道 穴道按摩 經絡 失眠 自律神經失調,https://farm8.staticflickr.com/7722/26811523450_6d70ab8f18_b.jpg,5
